id	logFC	AveExpr	t	P.Value	adj.P.Val	B
LTBP1	-3.25915548214286	10.7019084	-8.26678862734958	5.07192551513058e-07	8.28109198992122e-05	6.60154716107064
LOC401059	-2.10531046428572	8.01253253333333	-8.26474794194016	5.08776884093461e-07	8.28109198992122e-05	6.59848634872007
DNCI1	-1.52643535714286	7.17131	-8.24202900570302	5.26771124356351e-07	8.54256821154006e-05	6.5643723084708
VCL	-1.76487307142857	9.32939006666667	-8.23523708287402	5.32279656830393e-07	8.59320217617878e-05	6.55416020554712
hmm7418	2.42468378571428	7.6483026	8.23340558005932	5.33775433332391e-07	8.59320217617878e-05	6.55140535074705
ITGA11	-1.42970908928571	7.2918628	-8.22089473959568	5.44111967467716e-07	8.71432544599416e-05	6.53257501033854
RBMS3	-1.82346885714285	8.17144686666667	-8.21954954418092	5.4523584851382e-07	8.71432544599416e-05	6.53054906346515
WASL	-1.54872721428572	9.37331813333333	-8.21168102828249	5.51858928584142e-07	8.7473390515198e-05	6.51869367722098
LRRC5	1.074320125	7.83120826666667	8.20932972379863	5.5385445033953e-07	8.7473390515198e-05	6.51514936794595
CSF1R	1.99775244642857	10.7674016	8.20899252458129	5.54141248751957e-07	8.7473390515198e-05	6.51464101906408
RGS10	1.061103625	8.33795906666667	8.19900802325259	5.62704569589004e-07	8.83406266129233e-05	6.49958176189957
ACADL	-1.85106171428572	7.4849432	-8.17871867790526	5.80537689445924e-07	9.05459012609803e-05	6.46893834515893
KIAA0140	1.42709605357143	7.62074453333333	8.17837819574965	5.8084197592425e-07	9.05459012609803e-05	6.46842363022392
13CDNA73	-1.55862535714285	8.4023	-8.16082698146262	5.96756830097099e-07	9.22765079659178e-05	6.44186966610894
HLA-B	1.376432125	12.2771198666667	8.15926357520636	5.98196552814836e-07	9.22765079659178e-05	6.43950228810983
LGR6	-1.02947651785714	7.049637	-8.14986364472159	6.06930213772723e-07	9.32986611949513e-05	6.42526147856846
LCP1	2.52163776785714	10.8519586666667	8.14338106852021	6.13031373788737e-07	9.39104670601209e-05	6.41543341319304
FOXD1	-1.290165125	7.46674606666667	-8.14058029504253	6.15687282658283e-07	9.39920944063707e-05	6.41118545936755
CRLF1	-2.33505930357143	8.63882753333333	-8.13364429868935	6.22316759072153e-07	9.46776892015201e-05	6.40066097295273
MAPK13	1.79345555357143	7.3598458	8.13089429763591	6.24965977433264e-07	9.47551155922104e-05	6.39648637981275
MGC50844	1.6567485	8.6257928	8.12793082506878	6.2783412692016e-07	9.48650937440592e-05	6.39198657340257
RASSF2	1.48075375	7.37432966666667	8.1064540437759	6.49038289751358e-07	9.77354529383406e-05	6.35933984939966
SPRY1	-2.42107507142857	9.09734546666667	-8.09546581953144	6.60177037385021e-07	9.90757891495243e-05	6.34261231387621
MYO1G	1.48151219642857	7.07585973333333	8.08749558754785	6.68382139191278e-07	9.99682907644468e-05	6.33046876532774
FLJ37970	1.705486375	7.85945326666667	8.05949862270922	6.98064474427888e-07	0.000103625243786384	6.28774319205593
SYT11	-1.15711257142857	9.21278013333333	-8.05449852829702	7.03509856935385e-07	0.000103754596769283	6.28010133144256
INPP5D	1.49969285714286	7.79799066666667	8.0527587638011	7.05415016885485e-07	0.000103754596769283	6.27744156868949
FLJ11127	1.32707016071429	7.28378153333333	8.04162377057731	7.17737774398437e-07	0.000104977578810445	6.26040847066997
STK38L	-1.77577971428571	8.4213208	-8.03900662698223	7.20666808229024e-07	0.000104977578810445	6.25640257571412
SGK	2.47375246428572	10.1211210666667	8.03810944302452	7.21673801919451e-07	0.000104977578810445	6.25502909656615
KLHL6	1.70125823214286	7.49416213333333	8.03673911361629	7.23214707652372e-07	0.000104977578810445	6.25293107577072
CCNI	-1.09331632142858	12.2549824666667	-8.03396203223305	7.26348094461426e-07	0.000105087852411752	6.24867847775101
ITGB7	1.43409039285714	7.07395393333333	8.02619255591585	7.35190474862821e-07	0.000106020692844061	6.23677529158717
LOC399865	-2.54611314285714	9.26686586666667	-8.00544736498415	7.59359463870324e-07	0.000108446329627313	6.20495199649947
MTAC2D1	-1.53379241071429	7.57616633333333	-7.98383296873371	7.85431626629074e-07	0.000111450733891418	6.17173221198258
NXPH3	-1.18492194642857	7.0926768	-7.97914841962194	7.91205411447637e-07	0.00011178752416147	6.16452389116081
C9orf65	-1.43439991071428	7.040159	-7.9778165180441	7.92855136128967e-07	0.00011178752416147	6.16247388244368
ABI3	1.35409514285714	7.88993806666667	7.95629845281846	8.20014965417222e-07	0.00011524984936175	6.12932017097947
LPP	-2.48683839285715	9.05259466666667	-7.93713507304044	8.45026372188676e-07	0.000118389264397269	6.09974048177179
ZFYVE21	-1.34926317857143	8.8270016	-7.92472359647741	8.61652261290956e-07	0.000119351313953829	6.08055556700318
RAB23	-1.13479801785714	7.47248646666667	-7.923967128998	8.62676645853478e-07	0.000119351313953829	6.079385574528
GBP5	1.58199708928572	7.77317793333333	7.90842270133176	8.8401226880105e-07	0.000121922090854704	6.05532616702785
ZNF145	-2.68689805357142	8.91240086666667	-7.8774509293441	9.28193151186315e-07	0.000127222808635667	6.00728852848922
KCNMA1	-1.95105001785714	9.96152086666667	-7.8727208330773	9.35142239958366e-07	0.000127779682862459	5.99994034444266
PWDMP	-1.01208789285714	8.34085406666667	-7.854838355896	9.61911815038766e-07	0.000130631165261952	5.97213184647202
IRF7	1.74545810714286	9.00910986666667	7.83830058879172	9.87385572601533e-07	0.000133272969726265	5.94637480832356
LOC400043	-1.64370246428571	8.0222556	-7.82934162844984	1.00148050568518e-06	0.000134764574309101	5.93240558736379
LDOC1	-3.14682132142857	9.47101413333333	-7.82506705226168	1.00827995126906e-06	0.000135268393947224	5.92573652508393
ACTC	-3.06189341071429	9.55003353333333	-7.81474269410558	1.02490344249977e-06	0.000136922645654304	5.90961825557936
CD72	1.14666914285714	7.08106326666667	7.80466886031764	1.0414013108303e-06	0.000137790113440414	5.89387674701737
CXCL5	2.28972210714286	7.45711973333333	7.8039202350257	1.04263841711553e-06	0.000137790113440414	5.89270636879452
TD-60	1.228326125	8.43700173333333	7.78858389942897	1.06832449655753e-06	0.000140764470570223	5.86871275333833
GULP1	-1.03322242857142	7.29605453333333	-7.7827364423948	1.0782924237903e-06	0.000141656267614375	5.85955577152929
LOC63920	-1.13999723214286	7.22017466666667	-7.77984130749625	1.08326376308075e-06	0.000141863342151648	5.85502028581712
AIM1	1.83166732142857	8.00779433333333	7.77506327971264	1.09152101453392e-06	0.000141863342151648	5.84753251422571
MYOM1	-1.314883125	7.516749	-7.7747247630029	1.092108532193e-06	0.000141863342151648	5.84700189458945
LOC347884	1.34949901785714	7.44653333333333	7.7640195519434	1.11086053276122e-06	0.000143565832957901	5.83021336172594
SLC25A4	-2.48081407142857	9.23125726666667	-7.76030225047145	1.11745088114762e-06	0.00014381332968072	5.82437991690878
AGTR1	-1.34722778571429	7.6749912	-7.7552060116744	1.12655275106971e-06	0.000144564473609734	5.81637940001679
RAC2	2.20389208928571	8.4916896	7.72366357963047	1.18464793968809e-06	0.000151143324454961	5.76678026985017
KIAA1233	-1.94775116071428	8.20493033333333	-7.71941345438769	1.19271319743417e-06	0.000151735053668982	5.76008644595768
LPHN3	-1.24367255357143	7.6491596	-7.70760238256796	1.21543077886369e-06	0.000153741575548152	5.74147101549493
LY86	2.14059991071428	8.825767	7.69917401026538	1.23191959871776e-06	0.000155383317590977	5.72817506022835
FHL1	-3.06042267857143	11.124475	-7.69576072662422	1.23866384912734e-06	0.000155723544752424	5.72278768100765
KIAA0992	-2.07337098214286	10.87604	-7.67056150960661	1.28967025174338e-06	0.000160568969622646	5.68296355431167
CCL22	1.86989251785714	6.98865513333333	7.666510073139	1.29807454749343e-06	0.000160975788141818	5.67655242858078
HLA-DRB4	2.42921171428572	11.4049061333333	7.65837878340758	1.31511610633174e-06	0.000162134337263279	5.66367822384308
KCNAB1	-1.871893625	8.00484226666667	-7.65330480508964	1.32586905348666e-06	0.000162452419402687	5.65563990878037
ZNFN1A1	1.32100160714286	7.14637166666667	7.65215016701027	1.32832887205848e-06	0.000162452419402687	5.65381019667366
PERP	-1.73912564285715	8.24244953333333	-7.64427967010005	1.34522420217366e-06	0.000164065470740034	5.64133309875493
LSP1	1.88104766071429	8.26309886666667	7.62937319677168	1.37784478563786e-06	0.000167582264697141	5.61767789259609
MS4A6A	1.56182017857143	9.70701266666667	7.61514160129439	1.40976412064557e-06	0.000170994731915673	5.59506435176517
SCRG1	-2.89230526785714	9.13853166666667	-7.60346309328511	1.43653698826617e-06	0.000173541975193005	5.57648618377024
DOCK8	1.90070480357143	7.9356492	7.60257069098274	1.43860464618343e-06	0.000173541975193005	5.57506575659408
C11orf8	-1.08382489285714	7.4888778	-7.59621936688861	1.45341093966274e-06	0.000173863329287502	5.56495316556695
FLJ21986	-3.11283398214285	9.59256426666667	-7.59469972477681	1.45697721281313e-06	0.000173863329287502	5.56253274154383
ARHGEF9	-1.15752255357143	8.03751093333333	-7.58925055482417	1.46984095997858e-06	0.000174696679962788	5.55385083663844
FLJ13110	-1.20153769642857	7.34034253333333	-7.58840290786791	1.47185267496657e-06	0.000174696679962788	5.55249994279046
KCTD9	-1.23552048214286	8.5425984	-7.58481567366473	1.4803982885988e-06	0.000175241157841834	5.54678184537966
HLA-DQB1	2.26666125	9.677218	7.58182870716359	1.48755366620858e-06	0.000175618602427696	5.54201919118468
CYBA	2.46863166071429	10.4172027333333	7.56583964145074	1.52647826377454e-06	0.00017925794613747	5.51650346327383
PDLIM3	-2.84355569642856	10.1660964666667	-7.56271014787143	1.53422118344765e-06	0.000179592333258937	5.51150510126475
GADD45A	-2.27706289285714	10.4321624	-7.56141450716526	1.53743888473837e-06	0.000179592333258937	5.50943532421182
SPN	1.06425555357143	7.14637346666667	7.53092183239187	1.61524811682541e-06	0.000186152642940924	5.460654687818
PRDM1	1.15401548214286	7.05163593333333	7.52785292668416	1.62330490858211e-06	0.000186152642940924	5.45573789277066
ADH1C	-3.20852074999999	9.83277606666667	-7.52713325208995	1.62520036709245e-06	0.000186152642940924	5.45458468460182
ARHGDIB	1.25615217857142	12.6789366	7.52636064585635	1.62723782115417e-06	0.000186152642940924	5.45334657671374
ALEX1	-1.08644467857143	8.10361373333333	-7.52178683273855	1.63935454701194e-06	0.000187055423982764	5.44601526515196
CYP4X1	-1.378593875	7.68881106666667	-7.51962407868724	1.64511695024058e-06	0.000187230379488563	5.4425475762304
MTSG1	-1.53396510714285	8.17504286666667	-7.49907498601887	1.70093998944946e-06	0.000192102079624762	5.40956664081587
CCL8	2.64045742857143	8.39508546666667	7.49153497824446	1.72191842734034e-06	0.000193536956636097	5.39744998833218
SLC7A7	1.79625742857143	8.78613146666667	7.49136731583047	1.72238798596454e-06	0.000193536956636097	5.39718046593963
LAPTM5	2.31831139285715	9.3525044	7.47718879692254	1.7625868614757e-06	0.000197053650331445	5.37437358129461
LOC220018	1.090927125	7.1251252	7.47194285510085	1.77770860485775e-06	0.00019824361550192	5.36592795110448
MMP25	2.42292853571428	7.66941673333333	7.46431030154602	1.799953470677e-06	0.000199950790311329	5.35363302239325
HLA-DRA	2.14529266071429	11.3374572	7.46359600062719	1.80205017469779e-06	0.000199950790311329	5.35248196288489
PRKCD	1.00367946428571	8.333511	7.44461402858435	1.85871770620852e-06	0.000205209851095421	5.32186681462477
JAG1	-1.65947578571428	7.93518046666667	-7.43949403262864	1.87432060912796e-06	0.000206417716436102	5.31360020319275
HOXA4	-1.16488717857143	6.99551173333333	-7.41675097548056	1.94530811612253e-06	0.00021212482984477	5.27683460427096
C20orf55	1.36372180357143	7.55893413333333	7.40259057792928	1.99092678007311e-06	0.000214981244896089	5.25390607679987
HIG2	-2.83382773214286	8.51274093333333	-7.38987789234861	2.03283781338945e-06	0.000218441251636839	5.23329725287117
HIP-55	1.01196664285714	9.3974006	7.38391532397395	2.0528130076539e-06	0.000219423032878736	5.22362322968342
TIP120B	-1.24904214285714	7.37843866666667	-7.3827197203375	2.05684312081395e-06	0.000219423032878736	5.22168279912406
NOV	-3.31892098214287	11.1788373333333	-7.36993806942674	2.10044949924746e-06	0.000223536298631451	5.20092575325679
NAGK	1.33097742857143	9.3548668	7.36610270519484	2.11372269706308e-06	0.000223993070859893	5.19469266388161
C22orf4	1.39978525	8.21952786666667	7.36524469494394	2.11670407150642e-06	0.000223993070859893	5.19329796948059
LYZ	2.89695528571429	9.51407746666667	7.36432061231601	2.11991996499583e-06	0.000223993070859893	5.19179575654413
RHBDF1	-1.64323035714285	9.03898166666667	-7.35489939231238	2.15300066355934e-06	0.000226407708734202	5.17647339040966
DKFZP566N034	1.10101057142857	6.91159193333333	7.33803857956613	2.2135626314495e-06	0.000229793832683187	5.14901974595364
FGFRL1	-1.22960157142857	7.74998693333333	-7.3372759838148	2.21634366090804e-06	0.000229793832683187	5.14777708443809
INPP5A	-1.729967875	9.82582853333333	-7.33087800215574	2.23982061238013e-06	0.000231685369512367	5.13734818823407
HCK	1.50277623214286	7.7504422	7.31953305812271	2.28209358678201e-06	0.000235507802503527	5.11884115503914
TACC2	-1.78673076785714	8.11492393333333	-7.31295303255687	2.30699436129908e-06	0.000236947461557746	5.1080986776331
FRAT2	1.07717633928572	7.71338266666667	7.31077046731889	2.3153166307879e-06	0.000236947461557746	5.10453407237248
GRINL1A	-1.37328196428571	9.87498133333333	-7.31006743016688	2.31800405804964e-06	0.000236947461557746	5.10338571361621
MFNG	1.70563791071429	8.16361873333333	7.30881376263819	2.3228044433516e-06	0.000236947461557746	5.10133776503182
DSCR1L1	-3.25367251785715	10.1337028666667	-7.30232319817923	2.34782453258097e-06	0.000238879393345729	5.0907313896454
WBSCR5	1.78363589285714	7.50750466666667	7.30110943350913	2.35253468329278e-06	0.000238879393345729	5.0887472781198
SNX8	1.27849514285714	7.41426506666667	7.29485137161144	2.37697753845293e-06	0.000240809037945968	5.07851401724357
CDO1	-1.87928957142857	7.9228382	-7.2888856365105	2.40052662588083e-06	0.000242639531463462	5.06875353229437
TRPC1	-1.23463075	7.79348773333333	-7.27547226648566	2.45437225496024e-06	0.000247517012463781	5.04678935314303
SMARCA1	-1.54771923214285	8.6585244	-7.26971058737048	2.47788893443763e-06	0.000249320679330506	5.03734675073896
LOC112476	-1.62706857142857	7.54168433333333	-7.26293980932984	2.50582657362771e-06	0.000251001318546174	5.02624426931222
FLJ10781	-1.27597566071429	7.43172306666667	-7.26125456458866	2.51283144230354e-06	0.000251001318546174	5.023479839492
ITGB2	2.04896728571429	9.26016373333333	7.26018923179985	2.51727018057691e-06	0.000251001318546174	5.02173208558313
APBB1IP	1.40208753571428	8.28933626666667	7.25661933251784	2.53220428545607e-06	0.00025192302949598	5.01587422207988
FGD3	1.57954510714286	7.5063728	7.25212837598373	2.55112352404517e-06	0.000252669665898272	5.00850238612923
C9orf5	-1.02401376785714	9.37800853333333	-7.25019132683596	2.55932950089181e-06	0.00025291659746313	5.00532185350796
SGCA	-1.59621653571429	7.1707862	-7.24314241514857	2.58942533782108e-06	0.000254753419013367	4.99374335166615
RASSF4	1.041041875	8.22228166666667	7.23361608968138	2.63068941103854e-06	0.000258239205333699	4.97808409324142
PCDHB4	-1.48648189285714	7.3841372	-7.22913406741485	2.65034156946834e-06	0.000259592747706863	4.97071207672575
RASL12	-3.06268432142857	9.17553106666667	-7.21358088208353	2.71973914245742e-06	0.000265801967582506	4.94510779071235
CCL5	2.10576648214286	9.9353894	7.19921797774858	2.78551827821977e-06	0.000271630980646136	4.92143201822662
C2	1.52729939285714	8.65070946666667	7.19669893116312	2.79722582616735e-06	0.000272173146760618	4.91727656178178
CYBRD1	-1.96332792857142	11.0516268	-7.18424951484035	2.85584789822675e-06	0.000276661046280732	4.89672637712926
NAP1L3	-1.42737960714286	7.44373226666667	-7.18088546842123	2.87190856422125e-06	0.000276716618971533	4.8911695251748
P15RS	-1.00385958928571	9.38149006666667	-7.17964327620871	2.87786295755613e-06	0.000276716618971533	4.88911721478127
ATP1A2	-1.69359541071429	7.6819356	-7.17766376665589	2.8873784008048e-06	0.000276716618971533	4.88584627186672
NUP210	1.63488533928572	7.25859886666667	7.17760250128999	2.88767342710625e-06	0.000276716618971533	4.88574502791034
PPIF	2.04617453571429	8.4334652	7.17597601265851	2.89551742490526e-06	0.000276869000940401	4.88305697926419
GRK5	-1.94817608928571	9.55968053333333	-7.16861437261938	2.93130036782022e-06	0.00027968648681926	4.87088584240174
LPHN2	-1.41094285714286	8.397369	-7.16595266018035	2.94435204501052e-06	0.000280327642444528	4.86648325730305
SEC15B	-1.03662219642857	8.8656276	-7.16059839678201	2.97079142851085e-06	0.000282237935886335	4.85762397954727
RGS19	1.84486055357143	7.9622178	7.15702663935871	2.98856704137419e-06	0.000283318715322737	4.85171177142772
MGC26818	1.03077589285715	7.523737	7.14948854176648	3.02644881981728e-06	0.000286296884937929	4.83922816636872
SH3TC1	1.31400941071429	7.40440226666667	7.13854425529205	3.08234597950223e-06	0.000290337619210399	4.8210890646856
FOSB	3.726147125	10.1782475333333	7.11209781490646	3.22193148081798e-06	0.000301567337248993	4.77718515399318
FEZ1	-1.59214171428571	8.24095753333333	-7.10888432499418	3.23933823327498e-06	0.00030238081808139	4.77184352547709
LOC347348	-1.77059039285714	10.9011397333333	-7.10797479711033	3.24428281054979e-06	0.00030238081808139	4.77033139009128
SLC15A3	1.79154764285714	8.91453206666667	7.10372358209744	3.26749928896358e-06	0.000303181265086716	4.76326194628629
RERG	-2.26523930357143	9.1463882	-7.10297694007705	3.27159474260377e-06	0.000303181265086716	4.7620200680165
CD151	-1.86764208928571	10.1737740666667	-7.09608325550146	3.30966275551083e-06	0.000304707164167928	4.75055009666684
DKFZp761L1417	-1.62216548214286	7.80670006666667	-7.09580331690713	3.31121839119846e-06	0.000304707164167928	4.75008417900022
HLA-DPA1	1.26602985714286	12.8197829333333	7.08774825739098	3.35631055973622e-06	0.000306260144495162	4.7366728278751
EFEMP1	-2.03874183928571	10.0883772666667	-7.08673344933748	3.36203690881094e-06	0.000306260144495162	4.73498254695527
TWIST1	-1.27295407142857	7.84480626666667	-7.08607506977455	3.3657574799695e-06	0.000306260144495162	4.73388585942803
PTPRG	-1.41241605357143	7.44634913333333	-7.08592370696635	3.36661345653964e-06	0.000306260144495162	4.73363371985007
C14orf132	-1.59728603571428	7.7708386	-7.08551658245059	3.36891693099801e-06	0.000306260144495162	4.73295551695375
RNASE6	1.34730123214286	7.6960992	7.07511762172087	3.42831646543363e-06	0.000310946715190625	4.71562441283301
FMO2	-2.43793776785715	8.56805733333333	-7.07404297458675	3.43451716046746e-06	0.000310946715190625	4.71383249289711
KIAA1579	-1.09111816071428	7.3858824	-7.06908223752597	3.4632931874458e-06	0.000312912073458368	4.70555854575564
LTB	3.11802330357143	8.18333766666667	7.06259411659974	3.50131087070189e-06	0.000315702718671515	4.69473171573386
CTPS	-1.01521544642857	7.48133066666667	-7.05980853936906	3.51776708731281e-06	0.000316541838393319	4.69008150782633
Hs.101689	-2.01645626785714	9.0057432	-7.05597958588989	3.54051953744866e-06	0.000317942963411617	4.68368766592549
Hs.296031	-1.55737391071428	9.27117713333333	-7.0496117135629	3.57870075982334e-06	0.000320073212199796	4.67304946372747
GDF10	-1.417348125	7.680875	-7.04708244065649	3.59398551295093e-06	0.000320792190785007	4.66882241611073
AEBP2	-1.17986375	7.70365966666667	-7.03091732252115	3.69330255268526e-06	0.000328993743687087	4.64178455977901
MGC31967	-1.14762751785714	8.17852786666667	-7.02870594831528	3.70711091615225e-06	0.00032956067164637	4.63808285878628
MAIL	1.72275573214286	8.7970958	7.01933137048331	3.76625128916021e-06	0.000333478954147401	4.62238253197225
PLCE1	-1.40111648214286	7.24830426666667	-7.01363826139322	3.8026482794314e-06	0.00033536024826093	4.6128416239892
LAT	1.40835210714286	7.82378673333333	7.00232901006568	3.87604714159631e-06	0.000341153795333503	4.59387484887985
MAPKAPK3	1.82551844642857	8.42141373333333	6.98343125074559	4.00202608322392e-06	0.000351543053088273	4.56213995504495
EBAF	-1.05046539285714	7.15208706666667	-6.97677247642582	4.04743106908534e-06	0.000354827461961477	4.55094556662496
VAMP8	2.27340666071429	10.0369277333333	6.96664805041065	4.11750401049785e-06	0.000359886957039812	4.5339125698827
PPL	-1.10904928571428	7.02685366666667	-6.96609023217043	4.12140150025263e-06	0.000359886957039812	4.53297368252562
CSRP2	-2.425257625	9.87840673333333	-6.95307981405197	4.21340980372392e-06	0.000365041250157467	4.5110624839441
NFIA	-2.22288326785715	9.7401486	-6.95049611205433	4.23193601629418e-06	0.00036591987456732	4.50670827575995
CCL2	2.58722469642857	10.2213814	6.94889723254269	4.24344334359557e-06	0.00036591987456732	4.50401326334662
PLCB2	1.52697442857143	7.35343006666667	6.94744878181219	4.25389629803688e-06	0.00036591987456732	4.50157148761084
NTF3	-1.40448396428571	7.5528554	-6.94633014308298	4.26198756321897e-06	0.00036591987456732	4.49968549527994
CRYAB	-2.99398678571428	11.4118906666667	-6.94593114485466	4.2648774683036e-06	0.00036591987456732	4.49901275190746
CTSS	2.21314107142857	10.2481896666667	6.94068248557349	4.30308455973566e-06	0.000368483867753611	4.49016093387476
DMN	-2.28004998214286	8.9039558	-6.93803691607829	4.32247838070412e-06	0.000368771872749306	4.48569768719284
BMP2K	1.06534714285714	7.002933	6.93795134506117	4.32310719996588e-06	0.000368771872749306	4.48555330638315
TCF7	2.31670194642858	8.8397982	6.93392002013555	4.3528402147941e-06	0.00037009318797682	4.47875019556625
EPSTI1	1.72312560714286	8.75317153333333	6.92867108883784	4.39187484672657e-06	0.00037151359213821	4.46988876013505
SNX10	2.16111301785715	9.26232953333333	6.92795795374795	4.39720641218879e-06	0.00037151359213821	4.46868451085379
MXI1	-1.01258378571429	7.5221514	-6.92394999457418	4.42729716350217e-06	0.000372702774322598	4.46191501890736
JPH2	-1.21804826785714	7.1459656	-6.92384100504884	4.42811843363043e-06	0.000372702774322598	4.46173090167133
CSRP1	-2.00100153571428	12.9936815333333	-6.92143837903317	4.44626353620959e-06	0.000373519884772431	4.45767167999509
LOC283241	-1.153942	9.04908373333333	-6.90998974444518	4.53380112513525e-06	0.000379433730457444	4.43831776143209
CCR5	1.62871844642857	7.71319473333333	6.88643193389799	4.71965017855696e-06	0.000391289050009502	4.39843334933897
ADP-GK	1.33439182142857	8.12828593333333	6.86699661729477	4.87897493068602e-06	0.000399780137158644	4.36546776337786
LOC148872	-1.79574296428571	7.27625886666667	-6.86644680578668	4.88356314744647e-06	0.000399780137158644	4.36453439115597
C10orf45	1.60430458928572	8.9295206	6.86624137981434	4.88527860053367e-06	0.000399780137158644	4.36418564418449
ORAOV2	-1.49293201785714	7.31864226666667	-6.8577621759122	4.95663903309648e-06	0.000404871445153593	4.3497853394402
LOC155340	1.94385207142857	9.90507646666667	6.85549794604733	4.97587858413184e-06	0.000405694469017836	4.34593820961993
APOB	-1.2216025	6.90329733333333	-6.84533444236075	5.06320721289149e-06	0.000411299650879141	4.3286603192478
PRO2013	1.460059125	8.8093378	6.83829455159846	5.12463565804223e-06	0.000415527234162721	4.31668374296572
hmm1364	-1.95907096428571	8.20466113333333	-6.83622248457716	5.14286419273195e-06	0.000416242931518518	4.31315727693339
UNQ3030	1.10504551785715	7.03417353333333	6.82936057968284	5.20371610449662e-06	0.000419633732929462	4.30147449197838
MGC15619	1.25963898214286	7.7276694	6.82179616540811	5.27167176599493e-06	0.000423172170176326	4.2885877072823
MGC5576	-1.34268176785714	9.2672418	-6.82024375682817	5.28573244584829e-06	0.000423172170176326	4.2859419845887
NCKAP1	-2.07485108928572	10.5921395333333	-6.8202331397814	5.28582874294156e-06	0.000423172170176326	4.28592388907192
LOC114928	-1.04086619642857	7.68186706666667	-6.80661341098934	5.41088463175983e-06	0.00043168691126019	4.26269714713234
DPEP2	1.48289032142857	7.41394573333333	6.80035469824402	5.46938625981535e-06	0.00043496976495673	4.25201464562118
MAP3K14	1.18204869642857	7.5590126	6.79916158418656	5.48061346375533e-06	0.00043496976495673	4.24997756684059
KIAA1363	1.83343135714286	7.9520888	6.79627832358187	5.50784459134886e-06	0.000436213409209654	4.24505393933707
MCM5	1.13921642857143	7.98999933333333	6.78694045219539	5.59701232330008e-06	0.000441695061634833	4.22909973154332
TNFSF13B	1.68681996428571	8.9070324	6.78128904198557	5.65171023123535e-06	0.000445217998856319	4.21943785895511
YAP1	-2.33982066071429	9.20281806666667	-6.77753002940346	5.68840174116805e-06	0.000447312472264639	4.21300872986802
RRAD	-1.08980526785715	8.06676333333333	-6.77097159735682	5.75301604562398e-06	0.000450792082074097	4.20178676340671
CD84	1.69465326785714	7.23958306666667	6.76732036663462	5.78932055364768e-06	0.000452835334895919	4.1955365229277
ELOVL4	-1.05138941071428	7.31628273333333	-6.7640436570445	5.82210519429571e-06	0.000453585725081247	4.18992574251413
SLC2A12	-1.00074825	7.0025484	-6.76328306843238	5.82974288471058e-06	0.000453585725081247	4.18862314681829
RNASET2	2.06010092857143	11.9017009333333	6.76221606405269	5.84047521296203e-06	0.000453585725081247	4.18679563690001
REC8L1	1.035217	7.24132026666667	6.76074838288838	5.85527147126398e-06	0.000453585725081247	4.18428159782278
KIAA1324	1.03441608928571	7.03862113333333	6.75989846822689	5.86385770842449e-06	0.000453585725081247	4.18282560787174
SMARCD3	-1.16646680357143	8.5395652	-6.75922882707385	5.87063201281972e-06	0.000453585725081247	4.18167837067042
ARPC3	1.01238391071429	11.3826552	6.73560706339326	6.11491076786346e-06	0.000469998835963283	4.14116753134863
GPX3	-2.90250491071429	11.8717003333333	-6.72725082746377	6.20385035119848e-06	0.00047427125618433	4.12681731456501
NGFRAP1	-1.00523919642857	10.873244	-6.72636592678286	6.2133476822125e-06	0.00047427125618433	4.12529707399807
MAF	1.46611283928572	8.90596486666667	6.72497610073585	6.2282949054472e-06	0.000474593927803715	4.12290915233727
CLN6	1.62345951785714	9.08689806666667	6.71726433165079	6.31191896949658e-06	0.000479316083392029	4.10965411316641
M6PR	1.04818991071429	9.68260166666667	6.71611097753564	6.32452615897634e-06	0.000479451065257192	4.10767097657902
TDO2	1.14327891071429	6.80127253333333	6.70425401778514	6.4556705261919e-06	0.000486290006602283	4.08727228341138
SCO2	1.78835444642857	8.47225953333333	6.70398520873347	6.4586764519819e-06	0.000486290006602283	4.0868095876104
GGA2	1.05335078571429	7.6847342	6.69728895781834	6.53403071599792e-06	0.000491128366483294	4.07528006736542
SLAMF8	1.88947307142857	8.5580116	6.6892984018848	6.62515457762606e-06	0.000497133632984171	4.06151349027843
KIAA0830	-1.62125305357142	9.42059986666667	-6.68344442736823	6.69275562895265e-06	0.000499665560210778	4.05142203854715
FCN1	3.02618973214286	8.86454	6.6776702972456	6.76014139956158e-06	0.000502999966456118	4.04146334264152
CIAS1	1.54347051785714	7.41192886666667	6.67226821045693	6.8238276809318e-06	0.000506886743439955	4.03214192082869
TAPBP	1.021644875	9.49356773333333	6.64947431875954	7.09953565530033e-06	0.000524725613575052	3.99276379454369
CRG-L2	-2.04533476785714	8.23948906666667	-6.63972714351411	7.22096582772977e-06	0.000532810998542087	3.9759017589833
CALD1	-2.60643041071429	9.44211393333333	-6.62990435766951	7.34553594646066e-06	0.000538859044561122	3.95889493988547
HDGFRP3	-1.10488157142857	9.3863206	-6.62988153922464	7.34582792498195e-06	0.000538859044561122	3.95885541650903
SLC31A2	1.50205980357143	8.33389086666667	6.62947127590364	7.35107961132579e-06	0.000538859044561122	3.9581447946143
FCHO1	1.07005541071429	7.13798906666667	6.629429179774	7.35161869612661e-06	0.000538859044561122	3.9580718780311
CD22	2.34429591071429	7.62210413333333	6.62686900439184	7.38448220359313e-06	0.000540373216723099	3.95363679957602
ADH1A	-3.66201948214285	10.5094922	-6.61353666997634	7.5581209660702e-06	0.000550350545082006	3.93052533692396
