id	logFC	AveExpr	t	P.Value	adj.P.Val	B
GPRC5C	-2.49899112499999	8.68610326666667	-11.5636508935143	5.92741221969525e-09	5.35547742429281e-06	10.8819784426204
GPSM3	2.112488875	8.51398026666667	11.4444143737349	6.83701246374882e-09	5.83271165274363e-06	10.747937056258
C13orf18	1.37361775	7.26965386666667	11.4311417141439	6.94704477480959e-09	5.83271165274363e-06	10.7329306082598
MGC15737	-1.86430530357143	9.42936973333333	-11.4196382955033	7.04392623109341e-09	5.83271165274363e-06	10.7199105368117
FLJ20701	-2.09542294642857	9.95989433333333	-11.4113811973007	7.11434832960237e-09	5.83271165274363e-06	10.7105567808115
ALOX5	1.93790832142857	10.2332494666667	11.3863217269221	7.33267229154488e-09	5.90240123075046e-06	10.6821280009686
RUNX3	2.76056953571429	8.18405453333333	11.3657072061008	7.51758558005128e-09	5.94318837142911e-06	10.6586954066363
GPR65	1.82505280357143	7.50006693333333	11.2804355244564	8.33655736352294e-09	6.4750187297875e-06	10.5613197266411
NDRG3	-1.019052	9.4993844	-11.2247107368651	8.92238777195985e-09	6.81055088690011e-06	10.4972936758395
ZAK	-1.42069435714286	8.3198398	-11.2020723214439	9.17268902817828e-09	6.81698787139758e-06	10.4711939525133
LOC257106	1.97627514285714	7.99178973333333	11.1962037587892	9.23878009314815e-09	6.81698787139758e-06	10.4644197060517
MGC15476	-1.96114392857143	7.959819	-11.1095218084552	1.02759218695451e-08	7.04644427134252e-06	10.3639554083326
LOC201176	1.88048308928572	8.6908034	11.1031305217282	1.03571203292255e-08	7.04644427134252e-06	10.3565177825822
FBLN5	-2.92770735714285	10.1468080666667	-11.1018828500772	1.03730504883994e-08	7.04644427134252e-06	10.3550653659997
PSCD4	2.14573780357143	8.46502893333333	11.0987110385935	1.04136647248932e-08	7.04644427134252e-06	10.3513723423925
KIAA1102	-1.55947014285715	7.55005426666667	-11.0985307310976	1.04159785645508e-08	7.04644427134252e-06	10.3511623748916
SUCLA2	-1.03128533928571	8.28214713333333	-11.0916466662408	1.05047280879248e-08	7.04644427134252e-06	10.34314342941
PTPLA	-1.61935178571428	7.743318	-11.0635742896267	1.08750065904854e-08	7.18594465334283e-06	10.3103931621408
C1orf38	2.24799508928572	8.55436	10.9804696193218	1.20543928759618e-08	7.84811884418501e-06	10.2129675398956
HLA-DPB1	1.59970141071428	13.3190572	10.956153511372	1.24245187586938e-08	7.97185934036077e-06	10.1843268923685
ANKRD15	-1.87718283928571	7.76527346666667	-10.933446260002	1.27810216203249e-08	8.04072869947736e-06	10.1575260781972
CTSH	2.43381085714286	8.9157844	10.9000871718946	1.33245133899542e-08	8.17079692675699e-06	10.1180562724301
FTS	-1.03792744642857	8.97259173333333	-10.8757170706839	1.37369802546143e-08	8.17079692675699e-06	10.0891489630163
LOC255743	-2.9091165	8.4713738	-10.8732130759967	1.37801193275672e-08	8.17079692675699e-06	10.0861752725745
WAS	2.1677505	8.9047874	10.8648506289416	1.39252297809542e-08	8.17079692675699e-06	10.0762394721498
CORO1A	2.47191048214286	8.1727706	10.8590698636598	1.40264855085275e-08	8.17079692675699e-06	10.069366819234
LOC285296	1.54419730357143	8.34589653333333	10.7368375585916	1.63602507691875e-08	9.40650677991521e-06	9.92322662164769
RGS5	-3.44992294642857	10.2184823333333	-10.6922437020999	1.73110602501607e-08	9.82558024865529e-06	9.86951802932971
LPXN	2.11290030357143	9.42542726666667	10.6788448261677	1.76080299154132e-08	9.8676291191794e-06	9.85333923950238
URP2	1.81808180357143	8.2918228	10.6028832425865	1.93966612776584e-08	1.07341123510562e-05	9.76125546185496
IL1B	3.00386864285714	8.23732086666667	10.5740369217035	2.01253689789724e-08	1.08834530408974e-05	9.7261247616609
BIN2	1.08191546428571	7.53553813333333	10.5656640570395	2.03422605852604e-08	1.08834530408974e-05	9.71591104205346
KIAA1340	-1.781166375	8.8460584	-10.5400663603762	2.10208090639194e-08	1.08834530408974e-05	9.68463855622733
EVER1	1.84233108928572	7.66065413333333	10.5400302392583	2.10217833024514e-08	1.08834530408974e-05	9.68459437737945
NTRK3	-1.63137796428571	7.19009753333333	-10.536217023523	2.11249002196495e-08	1.08834530408974e-05	9.67992973403011
Hs.32405	-1.39970964285714	7.09890566666667	-10.5321742523964	2.12348090083856e-08	1.08834530408974e-05	9.67498256242916
NPTX2	-2.26262892857143	7.81887	-10.5266001333219	2.13873422153523e-08	1.08834530408974e-05	9.6681585686526
EVI2B	2.02769858928572	9.41039946666667	10.3626299301103	2.64344035922441e-08	1.28604825916025e-05	9.46590859537057
COL4A5	-1.83181094642857	8.10396626666667	-10.3411739682316	2.71826812914978e-08	1.29706213604288e-05	9.43922560215259
LOC283130	1.1973425	7.21617233333333	10.3393661779706	2.72467425578216e-08	1.29706213604288e-05	9.43697508387266
ICSBP1	1.73086816071429	7.0541036	10.3159827215725	2.80898973906767e-08	1.32297440136174e-05	9.40783246648557
MAOA	-2.94839064285715	10.1141408666667	-10.2269012952062	3.1563365302359e-08	1.45475092588048e-05	9.29625512365206
FLJ23033	-1.136667	6.9291374	-10.2258878900831	3.16053966341304e-08	1.45475092588048e-05	9.29498071496151
CD53	2.53710239285714	9.91616886666667	10.1976711271748	3.27997664891808e-08	1.47153438456978e-05	9.25945055445372
APEG1	-2.77194992857143	8.81138986666667	-10.1952117457748	3.29061041002006e-08	1.47153438456978e-05	9.25634950986261
CD4	1.66848194642857	8.06311053333333	10.1804609884981	3.35515827571968e-08	1.47349684956226e-05	9.23773597592807
PSMB10	1.81149455357143	10.177012	10.1790134045604	3.3615644607379e-08	1.47349684956226e-05	9.23590799736356
SYNCOILIN	-1.56998791071428	7.5991676	-10.1676943319157	3.41210409647181e-08	1.48098698587255e-05	9.22160639090128
GRIA2	-1.39141089285714	7.06182266666667	-10.1196559541489	3.63570059376937e-08	1.56271589016852e-05	9.16074951746014
WASF3	-1.37952010714286	7.9945322	-10.0829792729074	3.81681465547315e-08	1.62478863872219e-05	9.1141105301696
GMDS	-1.81532542857143	9.09485213333333	-10.0469684992263	4.00393708038801e-08	1.68821240402798e-05	9.06816980496776
C8FW	2.41848708928571	9.24870893333333	10.0380644540141	4.05168349813953e-08	1.69222765877012e-05	9.05678771648593
KIAA0367	-2.67654325	8.60056673333333	-10.0171074972984	4.16645123857939e-08	1.72389840405969e-05	9.02996263353058
PTPN6	1.58622851785715	7.2510826	9.97380412941061	4.41461464092779e-08	1.80966499428848e-05	8.97437482967604
LOC388325	1.25645473214286	7.19197566666667	9.94544984341884	4.5855309130228e-08	1.85774856795396e-05	8.9378603463537
LDB3	-1.12060414285714	6.9461384	-9.94053884855257	4.61583715384296e-08	1.85774856795396e-05	8.93152659852909
PSCD1	1.61992558928571	9.2181724	9.9208772157684	4.73930648782389e-08	1.89025744890936e-05	8.9061409961601
RNASE4	-1.28837608928571	9.4953782	-9.90886732576777	4.8164372076034e-08	1.89346854067874e-05	8.89061279212479
EFHD2	1.86061880357143	9.5997344	9.90633095074852	4.83289539882312e-08	1.89346854067874e-05	8.88733125097753
ShrmL	-2.01052655357143	7.7330574	-9.85792276460879	5.15866164356358e-08	1.99559612159129e-05	8.82455834821418
CRI1	-1.24401514285714	12.2221046	-9.85433409999331	5.18371778964127e-08	1.99559612159129e-05	8.81989395329071
AOAH	1.40228558928572	7.19416506666667	9.84560461580985	5.24520535328438e-08	1.99769840781886e-05	8.80854148679577
Lrp2bp	-2.35442055357143	8.69363253333333	-9.83882704198602	5.29347528598903e-08	1.99769840781886e-05	8.79972131496924
VAV1	1.61253632142857	7.3840032	9.82993703227296	5.35750232250674e-08	1.99769840781886e-05	8.78814396050689
SH3BP1	2.67908526785714	8.92170866666667	9.82826001895595	5.36967181357166e-08	1.99769840781886e-05	8.78595897355035
LMOD1	-3.06032425	9.04230393333333	-9.82146700862171	5.41926568787623e-08	1.99934775444714e-05	8.77710498095112
PAM	-1.72018760714286	11.1177045333333	-9.79254106100027	5.63592457679376e-08	2.0451938759329e-05	8.73934266868465
LOC374805	1.00101766071429	7.0017122	9.758244572402	5.90471972032834e-08	2.10070646092552e-05	8.69444234575071
STK10	1.93953435714286	8.39418453333333	9.75305180587659	5.94658313287974e-08	2.10070646092552e-05	8.68763204660515
EGR2	2.203564625	7.96470353333333	9.67633649645835	6.60293717220168e-08	2.30177349990325e-05	8.58665013064725
FILIP1	-1.42553482142857	7.23931166666667	-9.63830415239682	6.95629425961035e-08	2.40600827704273e-05	8.5363293507275
PPP1R14A	-2.6237095	9.93118073333333	-9.63229676415316	7.01390982725643e-08	2.4071303555992e-05	8.52836523841887
DAT1	-2.68750792857143	8.68005713333333	-9.62609660105376	7.07390280335446e-08	2.40904480700084e-05	8.52014105919488
ASC	2.03559171428571	10.0522558	9.60646655427869	7.26744242659858e-08	2.42238491955752e-05	8.49407268052091
PDGFD	-2.84619298214286	9.43019073333333	-9.60502156635129	7.28190822943718e-08	2.42238491955752e-05	8.49215194553061
ARHGAP4	2.34178180357143	9.32189613333333	9.60004731026334	7.33193845366613e-08	2.42238491955752e-05	8.48553806340066
MYD88	1.30149066071429	8.22333993333333	9.58613103159715	7.47384303699909e-08	2.45097762173351e-05	8.46701897680502
LOC201294	1.52021285714286	7.43004766666667	9.57704702560931	7.56803443470142e-08	2.46361779774339e-05	8.45491795373968
PLEK	2.68876033928571	9.3496172	9.52987947717561	8.07766797755184e-08	2.59996622672662e-05	8.39192602842032
C10orf10	-3.80087901785714	11.3339133333333	-9.49513419791024	8.47618628717641e-08	2.66140226458067e-05	8.34535298070221
ALDH6A1	-1.21819483928571	8.2744552	-9.48430777899777	8.60456129655661e-08	2.68268406845883e-05	8.3308113684756
FTHFD	-1.18288664285714	6.98091473333333	-9.46993197952475	8.77820294313383e-08	2.71232257265519e-05	8.31148049300267
TWSG1	-1.15491583928571	8.1007124	-9.45825047906942	8.92202330454959e-08	2.71232257265519e-05	8.29575418907358
MNDA	2.36644985714286	9.12821826666667	9.45810510493932	8.92382870850361e-08	2.71232257265519e-05	8.29555837406488
SIGLEC10	1.45393444642857	7.53034886666667	9.45642796598856	8.94468502908516e-08	2.71232257265519e-05	8.29329912835642
HLA-DMA	1.86754357142857	11.3276623333333	9.4443005452153	9.09703667287191e-08	2.73975515361487e-05	8.27695234346611
IGFBP2	-3.02233935714286	9.97732246666667	-9.42678887376408	9.32187816550045e-08	2.76978651102709e-05	8.25331655276806
NCF1	3.01406517857143	9.740622	9.39361179196682	9.76408850330119e-08	2.85202933384298e-05	8.20843471868118
EDEM1	1.06642342857143	8.04884026666667	9.38786535478277	9.84290424410346e-08	2.85202933384298e-05	8.20064734345726
KIAA1078	-1.13591878571429	9.03055306666667	-9.38688961375769	9.8563536338538e-08	2.85202933384298e-05	8.19932465275369
ITGAL	1.25616469642857	7.17592906666667	9.35089324749339	1.03663217372588e-07	2.98011555812935e-05	8.15044761671808
CD37	2.725839	9.2315002	9.3372413169595	1.05669480728215e-07	3.01819306503195e-05	8.13186913657631
PKD2	-2.13338178571429	9.55972233333333	-9.30614950528349	1.10393128864915e-07	3.11199519154717e-05	8.08947197999878
IL13RA2	-2.570858	7.82525326666667	-9.30328136675859	1.10839957381554e-07	3.11199519154717e-05	8.08555497161533
CLIC4	-2.04621803571429	11.498786	-9.30185839182912	1.11062350981309e-07	3.11199519154717e-05	8.08361124351398
KIAA1495	-1.78760830357143	7.79536166666667	-9.28973516509516	1.12976261079943e-07	3.14571385568002e-05	8.06704128792929
SYK	2.34813425000001	8.72431973333333	9.25783392738782	1.18180681072518e-07	3.27005944527657e-05	8.02335234052655
TMOD1	-1.24755132142857	7.34964313333333	-9.25239881871127	1.19092300644364e-07	3.27481635660079e-05	8.01589640275722
ZD52F10	-1.49964232142857	7.26774266666667	-9.23547136906486	1.21979339471319e-07	3.33349957844089e-05	7.99265175362801
SGCB	-1.893933125	8.62025366666667	-9.21914175669126	1.24834442279913e-07	3.36999723321521e-05	7.97019443628697
DKFZp586C0721	-1.78115007142857	7.47753013333333	-9.21912579944529	1.2483726649966e-07	3.36999723321521e-05	7.97017247490506
ADSSL1	-1.977846875	7.95673666666667	-9.20977820322942	1.26503305698316e-07	3.39319682187931e-05	7.95730228748159
ITGA1	-1.57667330357143	7.364607	-9.20574403699116	1.27229551958792e-07	3.39319682187931e-05	7.95174451813758
IL2RG	1.90834278571428	7.72728146666667	9.19402244587291	1.29364778070839e-07	3.41346430813303e-05	7.93558450933007
NFKBIE	1.8108575	8.73389233333333	9.19268527585035	1.29610750099094e-07	3.41346430813303e-05	7.93373993076403
SAV1	-1.11941732142857	8.186511	-9.18712650862886	1.30638583385094e-07	3.41346430813303e-05	7.92606942575893
STK4	1.345334875	9.67662406666667	9.18478784592324	1.3107357525809e-07	3.41346430813303e-05	7.92284117251376
GMIP	1.45064085714286	7.62754073333333	9.1802985575151	1.31912870306462e-07	3.41523192643725e-05	7.91664232245125
SH3BGR	-2.00103596428571	7.85407546666667	-9.16107385721943	1.35571653716874e-07	3.4693804932679e-05	7.89006829709429
CKLFSF7	1.53583189285714	8.8585138	9.1015063932698	1.47603716787991e-07	3.73412099979311e-05	7.80743603380265
Hs.5724	-2.85299182142857	10.4450690666667	-9.09078391045182	1.4988660761511e-07	3.7703294842819e-05	7.7925145656308
SGPL1	1.31997828571429	7.73309586666667	9.066705395903	1.55149846133108e-07	3.84160094832932e-05	7.75895414102954
HCLS1	2.02267692857143	10.0467364	9.06592735294505	1.55323131945913e-07	3.84160094832932e-05	7.75786849553116
TBXAS1	1.779229625	8.05973653333333	9.06172131637069	1.56263440914197e-07	3.84338614230741e-05	7.75199826548987
CYBB	1.83158733928572	8.58223313333333	9.03810486319003	1.61655834874069e-07	3.95404813345014e-05	7.71899615105753
TACC3	1.37296658928572	7.05243486666667	9.01177023032125	1.6790100792456e-07	4.08423814441546e-05	7.68211259105379
CPVL	1.92394060714286	9.9769092	8.98601863472953	1.74254324279532e-07	4.19271056766491e-05	7.64596077498124
ARHG	1.22082616071429	10.191344	8.94585415520304	1.84674410876147e-07	4.39564812812301e-05	7.58940723293648
FLJ22419	-2.240083	8.17211593333333	-8.93401093084357	1.87870843656019e-07	4.40348827862985e-05	7.57269222603061
T3JAM	1.63183121428571	7.07929573333333	8.93358188009236	1.87987731446748e-07	4.40348827862985e-05	7.57208634722916
KCNN4	1.57661333928572	7.30596226666667	8.91886812494104	1.92042999257705e-07	4.47480403323006e-05	7.55129429191867
HSPB2	-2.00567403571429	8.28500053333333	-8.90620685232345	1.95606395078694e-07	4.53001991505551e-05	7.53338048976023
FLJ22405	1.08281446428571	7.74025966666667	8.90294699333317	1.96535087160155e-07	4.53001991505551e-05	7.52876496317332
PRKCB1	2.33349403571429	8.83668513333333	8.89963864389358	1.97482346314988e-07	4.53001991505551e-05	7.52407939181698
FAM31C	1.955805625	7.93679566666667	8.8682682169662	2.06707297450819e-07	4.71718838801168e-05	7.47958026437512
MYOC	-1.99037628571428	7.70451173333333	-8.85868462793041	2.09615221198414e-07	4.74451843357835e-05	7.46596074139239
C11orf13	1.184499	8.1883022	8.8529143324558	2.11386853534855e-07	4.74451843357835e-05	7.45775471821818
ATOH8	-2.32372832142857	9.6013682	-8.85079687871652	2.12040919212639e-07	4.74451843357835e-05	7.45474238342043
DKFZp761D221	-1.89410269642857	7.98833753333333	-8.85031004573937	2.12191599622451e-07	4.74451843357835e-05	7.45404972303737
BMPR1A	-1.45022532142857	7.75676293333333	-8.84190621047623	2.1481054669077e-07	4.77894096637878e-05	7.44208804277817
HA-1	1.72202867857143	7.50546013333333	8.83581583146753	2.16729811078917e-07	4.78638299302358e-05	7.43341356946435
FHL5	-2.72902658928571	8.13075413333333	-8.83070589129231	2.18354049891266e-07	4.78638299302358e-05	7.42613184600514
ILK	-1.1727765	11.2496248	-8.83059808710235	2.18388454235355e-07	4.78638299302358e-05	7.42597818761007
CCL3	2.87723766071428	8.13774253333333	8.8218766738489	2.21190796037319e-07	4.8182934708946e-05	7.41354219025445
NCF4	1.79265226785714	8.87715293333333	8.81931492237265	2.22021112229513e-07	4.8182934708946e-05	7.40988748849063
MAN2B1	1.02604758928572	7.69975333333333	8.80739922784016	2.25926629784655e-07	4.87913353845184e-05	7.39287694621611
FBXO32	-2.05644646428572	8.28039773333333	-8.79948457723381	2.28560718112488e-07	4.89399866325189e-05	7.38156807360427
GRB2	1.45403614285714	9.5370082	8.79869331819799	2.28825831968997e-07	4.89399866325189e-05	7.38043703632037
CAMK2G	-1.11895525	8.02812313333333	-8.79537150050814	2.29942358192949e-07	4.89423465476838e-05	7.37568789958912
CSDA	-1.07350207142856	11.7239208666667	-8.77715844727541	2.36166988698911e-07	4.98553559543059e-05	7.34962372993079
LOC134147	-1.33167291071429	8.12851926666667	-8.77624413155797	2.3648411525127e-07	4.98553559543059e-05	7.34831414916897
CECR1	1.66497605357143	8.3849382	8.76628975465897	2.39965928029064e-07	5.03496282734726e-05	7.3340494278647
SORBS1	-2.95057158928571	8.94819546666667	-8.75481572471	2.44046399615935e-07	5.09642556782862e-05	7.31759111434104
CHFR	1.01547953571429	8.0938432	8.74809740355329	2.46469491164063e-07	5.11459033714664e-05	7.30794645723081
MGC12992	-1.53337848214286	7.474929	-8.73797987881846	2.5016651390269e-07	5.12748699236107e-05	7.29341094258764
AMPD3	1.57547326785714	7.56689873333333	8.71669609462178	2.58135823689017e-07	5.24228861759641e-05	7.26278984714145
FLJ21174	-1.82382205357142	10.7905176666667	-8.69463994942314	2.66677115733137e-07	5.39101793047371e-05	7.23099540082593
MAP1B	-1.42650567857143	7.4212396	-8.67994854762385	2.72531218713862e-07	5.45950321941182e-05	7.20978224088114
CDW52	3.36064346428571	8.38704153333333	8.66402013396018	2.79031467353403e-07	5.56454104624768e-05	7.18675112256887
FLJ21438	2.62616769642857	8.6504978	8.65796572691665	2.81544876661076e-07	5.58948644822384e-05	7.17798827817658
NEXN	-2.326094375	9.02040066666667	-8.65442008994488	2.83027864667587e-07	5.59384358239437e-05	7.17285427688074
TPM3	1.20549796428572	9.19999546666667	8.64009550716184	2.89103512588763e-07	5.66335872094236e-05	7.15209586658074
EDG6	2.48165617857143	7.43701246666667	8.63391077209436	2.91769033674175e-07	5.69039588494408e-05	7.14312498132975
C7orf19	1.19184448214286	7.17410946666667	8.61993815011773	2.97886763078815e-07	5.75274952055257e-05	7.12283940540628
MICA	-1.09205582142857	9.0035372	-8.61773334955417	2.98864381488772e-07	5.75274952055257e-05	7.11963611812344
EFHD1	-3.48785066071428	9.94783273333333	-8.60640165557289	3.03942496226604e-07	5.82516978049534e-05	7.10316258224782
RAM2	1.03232266071429	7.6789892	8.59908236294644	3.07270760386304e-07	5.86357375164761e-05	7.09251314280942
FLJ33641	1.76958508928571	7.486817	8.58996318719608	3.11471262973439e-07	5.91822135380261e-05	7.07923505597528
PIK3AP1	1.056402625	7.16759126666667	8.58449663090493	3.14018239254646e-07	5.94111773003492e-05	7.07127016776476
MARCKS	1.08377946428571	7.018064	8.57629566586173	3.17880445399511e-07	5.98859705477752e-05	7.05931381363391
COTL1	2.10658444642857	11.0199398666667	8.56312903590441	3.24186194683034e-07	6.08151322500309e-05	7.04009939078274
CCNB1IP1	-1.12863683928571	7.83506993333333	-8.55063755207567	3.30290452963719e-07	6.13481933855396e-05	7.02184910261084
LOC51334	-1.01987171428572	7.42256186666667	-8.5488276235282	3.3118490737134e-07	6.13481933855396e-05	7.01920305623256
KCTD10	-1.17960658928572	8.8566368	-8.54409405901207	3.33536282913909e-07	6.1526326321519e-05	7.01228072153316
ITGA8	-3.74259251785714	9.0689452	-8.54116059310191	3.35002285562988e-07	6.15403368732141e-05	7.00798935482355
MADHIP	-1.03254933928571	7.21136726666667	-8.53639023377847	3.37400784235488e-07	6.1657805979025e-05	7.00100837009912
PLS3	-2.53181385714286	10.7849658666667	-8.53435979737639	3.38427151538288e-07	6.1657805979025e-05	6.99803609987771
MGC21854	1.65028792857143	8.26191786666667	8.50647865791073	3.52858187837596e-07	6.3159668986804e-05	6.95716692889571
LOC340543	-1.23161819642857	6.95896446666667	-8.50513998690422	3.5356717101737e-07	6.3159668986804e-05	6.95520206819257
KCNMB1	-2.36032521428571	9.8855454	-8.50469399050927	3.53803711346391e-07	6.3159668986804e-05	6.95454739548506
LOC387758	-1.80562192857143	7.42639393333333	-8.50095643000011	3.5579253910127e-07	6.32596276750659e-05	6.94906003973141
MYH10	-3.44989696428571	10.4981333333333	-8.48265753908128	3.6570105190105e-07	6.43067576247842e-05	6.92216751443217
TM4SF10	-3.04889916071428	10.5122502666667	-8.48204166267444	3.66039549183358e-07	6.43067576247842e-05	6.92126163368812
LOC399959	-2.426094625	9.42339913333333	-8.47709942426602	3.68767870667172e-07	6.45300046252057e-05	6.91399036688966
SELPLG	1.57505805357143	7.77441646666667	8.45634573993403	3.80460647518291e-07	6.63139912871252e-05	6.88342108714256
101F6	1.11311166071429	7.53802673333333	8.44629894334418	3.86260694109597e-07	6.70609154887062e-05	6.86860201174736
FYCO1	-1.42511017857143	8.35945233333333	-8.40240511955489	4.12714214901346e-07	7.09166047206695e-05	6.80370061730433
C20orf59	1.388911	7.96456646666667	8.40150794915087	4.13274395056305e-07	7.09166047206695e-05	6.80237137929201
CFL2	-1.35068885714286	7.84379553333333	-8.37167837849809	4.3236268089524e-07	7.33393126766057e-05	6.75811490530247
DIXDC1	-1.53311341071428	8.4564042	-8.36539271162646	4.36502047498868e-07	7.37588497972133e-05	6.74877401237986
SPAG5	1.13962258928571	7.526232	8.35144999402201	4.45833480487668e-07	7.50492009435363e-05	6.72803535521256
ECGF1	2.63482446428571	11.608508	8.33834552165651	4.54795421291828e-07	7.62678139826962e-05	6.70851973422813
ARHGAP15	1.44094075	8.47505126666667	8.31960424782387	4.67943133587229e-07	7.81765223025427e-05	6.68056949705306
CRIM1	-1.32713030357143	7.4537164	-8.31561300583625	4.70794453763069e-07	7.83571881842052e-05	6.67461096261666
KLF15	-1.47245975	7.26019986666667	-8.30337908760594	4.79648770026452e-07	7.95318739573449e-05	6.65633355453883
STEAP2	-1.85845351785714	8.11779406666667	-8.28649235119913	4.92159487422362e-07	8.13018090565776e-05	6.63107172582743
VAV3	1.08222144642857	7.1982498	8.27045797740245	5.04356812943427e-07	8.28109198992122e-05	6.60704938244685
FRZB	-3.58683558928571	10.3936902666667	-8.26754127136724	5.06609530290785e-07	8.28109198992122e-05	6.6026759054498
